Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Brand,Model
Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,Maruti,Zen Estilo 1.1 VXI BSIII
BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,BMW,5 Series 530d M Sport
Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento Petrol Trendline
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13500,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,Skoda,Rapid 1.6 MPI AT Style
Chevrolet Beat LT,Mumbai,2014,54890,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,Chevrolet,Beat LT
Hyundai Accent GLE,Kolkata,2009,46000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent GLE
Mercedes-Benz New C-Class 200 K AT,Mumbai,2005,65000,Petrol,Automatic,Second,11.7,1796.0,178.0,5.0,Mercedes-Benz,New C-Class 200 K AT
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,Honda,Civic 2010-2013 1.8 V AT Sunroof
Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,Audi,A4 2.0 TDI Multitronic
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,7000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,Ford,EcoSport 1.5 Ti VCT MT Titanium BE
Maruti Swift Dzire VDi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire VDi
Chevrolet Aveo U-VA 1.2 LS,Chennai,2007,88107,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,Chevrolet,Aveo U-VA 1.2 LS
Hyundai i10 Magna 1.1,Coimbatore,2014,60138,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10 Magna 1.1
Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,9500,Petrol,Manual,First,18.2,1199.0,82.5,5.0,Chevrolet,Sail Hatchback 1.2 LS
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,Tata,Indigo eCS GLX
Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,Nissan,Sunny 2011-2014 XL
Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.78,999.0,75.0,5.0,Volkswagen,Polo 1.0 MPI Comfortline
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598.0,118.0,5.0,Maruti,SX4 S Cross DDiS 320 Zeta
Jeep Compass 2.0 Longitude,Kolkata,2017,10000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,Jeep,Compass 2.0 Longitude
Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire Vdi BSIV
Hyundai Santro LS zipPlus,Chennai,2002,70000,Petrol,Manual,Third,,1086.0,,5.0,Hyundai,Santro LS zipPlus
Maruti Swift Dzire VDI,Pune,2015,174889,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Toyota Fortuner 4x2 AT,Pune,2015,36000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner 4x2 AT
BMW 7 Series 740Li,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,BMW,7 Series 740Li
Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI Optional
Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,Chevrolet,Cruze LTZ
Ford EcoSport 1.5 Ti VCT AT Titanium,Kolkata,2013,41000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,Ford,EcoSport 1.5 Ti VCT AT Titanium
Honda Jazz Select Edition,Pune,2011,98000,Petrol,Manual,First,16.7,,,,Honda,Jazz Select Edition
Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova Crysta 2.8 ZX AT
Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,44875,Diesel,Automatic,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDI (O) AT
Hyundai i20 1.2 Sportz Option,Coimbatore,2014,59098,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Sportz Option
Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco 7 Seater Standard
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,BMW,X1 sDrive 20d xLine
Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,Chevrolet,Beat Diesel LT
Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,Toyota,Fortuner 4x2 4 Speed AT
Porsche Panamera Diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,Porsche,Panamera Diesel
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,Hyundai,Verna 1.6 CRDI AT SX Option
Honda Mobilio V i DTEC,Mumbai,2015,30000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,Honda,Mobilio V i DTEC
Hyundai Grand i10 AT Asta,Coimbatore,2016,18242,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 AT Asta
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,Chevrolet,Beat Diesel LT
Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,Mahindra,NuvoSport N6
Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,Toyota,Camry W2 (AT)
Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
Hyundai Santro LP zipPlus,Coimbatore,2004,52146,Petrol,Manual,First,,,,,Hyundai,Santro LP zipPlus
BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,BMW,X1 sDrive 20d xLine
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2012,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Hyundai i20 1.4 Asta (AT),Chennai,2009,72000,Petrol,Automatic,Third,15.0,1396.0,100.0,5.0,Hyundai,i20 1.4 Asta (AT)
Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire VDi
Honda Brio S MT,Kochi,2016,38735,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,Audi,A4 3.0 TDI Quattro Premium
Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Sportz
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,Mercedes-Benz,GLS 350d Grand Edition
Hyundai i20 Magna,Kochi,2015,33544,Petrol,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20 Magna
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,Mercedes-Benz,E-Class E 220 d
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2015,67000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency
Audi A6 2011-2015 2.0 TDI Premium Plus,Bangalore,2013,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus
Maruti Swift ZXI,Coimbatore,2014,33372,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,Maruti,Swift ZXI
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,Volkswagen,Vento 1.5 TDI Highline AT
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio VLX 2WD AIRBAG BSIV
Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,Skoda,Rapid 1.6 MPI Elegance
Fiat Linea Dynamic,Mumbai,2010,46000,Petrol,Manual,First,14.6,1368.0,88.7,5.0,Fiat,Linea Dynamic
Renault KWID RXL,Jaipur,2017,30000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXL
Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,Audi,A3 35 TDI Attraction
Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo 1.2 MPI Comfortline
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,49830,Petrol,Manual,First,16.2,1199.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline
Hyundai i10 Sportz 1.2,Kolkata,2009,40000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz 1.2
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,BMW,3 Series 320d Dynamic
Maruti SX4 Vxi BSIV,Kochi,2011,44547,Petrol,Manual,First,16.51,1586.0,103.2,5.0,Maruti,SX4 Vxi BSIV
Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,Honda,City V AT
Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz 1.2
Tata Manza Aura Safire BS IV,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,Tata,Manza Aura Safire BS IV
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium
Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,Ford,Fiesta 1.4 Duratec EXI
Skoda Yeti Ambition 4X2,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,Skoda,Yeti Ambition 4X2
Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R LXI Optional
Honda City i DTEC VX,Chennai,2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,Honda,City i DTEC VX
Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 AT Asta
Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,Hyundai,Verna 1.6 CRDI
Honda BR-V i-DTEC S MT,Hyderabad,2017,23000,Diesel,Manual,First,21.9,1498.0,98.6,7.0,Honda,BR-V i-DTEC S MT
Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,Land_Rover,Rover Discovery SE 3.0 TD6
Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,Diesel,Automatic,First,,2987.0,165.0,5.0,Mercedes-Benz,M-Class ML 350 4Matic
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta 1.2
Tata Nano Cx BSIV,Coimbatore,2014,42083,Petrol,Manual,First,25.4,624.0,37.48,4.0,Tata,Nano Cx BSIV
Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Honda Amaze VX O i VTEC,Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze VX O i VTEC
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Hyundai Xcent 1.1 CRDi S,Kolkata,2014,60188,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent 1.1 CRDi S
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo Diesel ZXI
BMW X3 xDrive20d Advantage Edition,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,BMW,X3 xDrive20d Advantage Edition
Mahindra XUV500 W8 4WD,Hyderabad,2012,123600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,Audi,Q3 30 TDI Premium FWD
Hyundai i20 Sportz Petrol,Kochi,2011,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20 Sportz Petrol
Volvo S60 D4 KINETIC,Coimbatore,2016,90904,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,Volvo,S60 D4 KINETIC
Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire VDi
Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,Honda,City i DTEC VX
Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta Option AT
Volkswagen Vento 1.5 TDI Highline,Delhi,2012,53226,Diesel,Manual,Second,20.64,1498.0,108.5,5.0,Volkswagen,Vento 1.5 TDI Highline
Toyota Innova 2.5 V Diesel 8-seater,Pune,2014,89000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 V Diesel 8-seater
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,52000,CNG,Manual,Second,15.1,1196.0,73.0,5.0,Maruti,Eeco 5 STR With AC Plus HTR CNG
Hyundai i10 Sportz 1.2,Delhi,2011,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz 1.2
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,Petrol,Manual,First,12.9,1598.0,102.5,5.0,Chevrolet,Optra Magnum 1.6 LT ABS BS3
Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,Skoda,Rapid 1.6 MPI Ambition
Hyundai i20 Sportz AT 1.4,Pune,2012,76551,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,Hyundai,i20 Sportz AT 1.4
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2 XT
Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDI (O) AT
Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,Honda,CR-V 2.4 AT
Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi E Plus
Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxL
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3 Series 320d Luxury Line
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,Nissan,Terrano XV Premium 110 PS Anniversary Edition
Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,Mahindra,Scorpio 2.6 LX
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,Maruti,Swift VXi BSIV
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,35175,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L
Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City i VTEC CVT VX
Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova Crysta 2.4 ZX MT
Hyundai i10 Magna AT,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,Hyundai,i10 Magna AT
Mahindra XUV500 W8 2WD,Pune,2011,90000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDi (O)
Hyundai Getz GLS ABS,Pune,2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,Hyundai,Getz GLS ABS
Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,Porsche,Panamera Diesel
Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF 2.2 Litre Luxury
Ford Figo Petrol Titanium,Delhi,2010,59196,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,Ford,Figo Petrol Titanium
Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,Maruti,Ciaz ZDi Plus
Maruti Ertiga VDI,Chennai,2012,71000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,Maruti,Omni 8 Seater BSIV
Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,Honda,Amaze S Diesel
Hyundai i20 Sportz 1.2,Jaipur,2016,30292,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Sportz 1.2
Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,Volkswagen,Vento Petrol Highline AT
BMW X6 xDrive 40d M Sport,Chennai,2016,25000,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,BMW,X6 xDrive 40d M Sport
Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class E250 CDI Launch Edition
Hyundai i20 Magna,Mumbai,2014,29000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20 Magna
Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Magna Executive
Chevrolet Beat Diesel LS,Kochi,2016,83629,Diesel,Manual,First,25.44,936.0,56.3,5.0,Chevrolet,Beat Diesel LS
Skoda Laura Ambition 2.0 TDI CR AT,Bangalore,2013,78500,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura Ambition 2.0 TDI CR AT
Skoda Octavia 2.0 TDI AT Style Plus,Kochi,2016,31021,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,Skoda,Octavia 2.0 TDI AT Style Plus
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,Skoda,Rapid 1.6 MPI AT Elegance
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2011,130000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency
Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica Vista Quadrajet LS
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent 1.1 CRDi Base
Hyundai i20 Asta,Kolkata,2009,43000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20 Asta
Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,Volvo,S60 D5 Summum
Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra Diesel XV
Ford Endeavour XLT TDCi 4X2,Chennai,2007,155000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,Ford,Endeavour XLT TDCi 4X2
Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta Option 1.2
Volkswagen Vento Petrol Comfortline,Kolkata,2015,70623,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento Petrol Comfortline
Audi A6 2011-2015 35 TFSI Technology,Mumbai,2015,55985,Petrol,Automatic,First,13.53,1984.0,177.01,5.0,Audi,A6 2011-2015 35 TFSI Technology
Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,First,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 T8
Mahindra Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio VLX
Hyundai Grand i10 Asta,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta
Audi Q5 2.0 TDI,Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5 2.0 TDI
Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Maruti Baleno Alpha 1.3,Delhi,2016,46000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno Alpha 1.3
Tata Indigo CS eGLX BS IV,Pune,2015,83000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,Tata,Indigo CS eGLX BS IV
Honda City 1.5 S MT,Pune,2012,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic 2006-2010 1.8 S MT
Maruti Swift 1.3 VXI ABS,Pune,2015,67000,Petrol,Manual,First,16.1,,,,Maruti,Swift 1.3 VXI ABS
Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 2015-2017 Asta 1.2
Tata Indica Vista Quadrajet VX,Chennai,2012,120000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,Tata,Indica Vista Quadrajet VX
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2013,86300,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Trendline 1.2L
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,Volkswagen,Jetta 2007-2011 1.9 Highline TDI
Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent 1.2 Kappa S
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7 3.0 TDI Quattro Technology
BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,BMW,3 Series 320d GT Luxury Line
Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga VDI
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,Honda,Jazz V
Volkswagen Vento Magnific 1.6 Comfortline,Mumbai,2013,49106,Petrol,Manual,First,15.04,1598.0,103.2,5.0,Volkswagen,Vento Magnific 1.6 Comfortline
Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio ZXI AT
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz
