Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Brand,Model
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,15731,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.49,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2755.0,174.5,7.0,35.82,Toyota,Fortuner 2.8 2WD MT
Maruti Swift Dzire ZXI,Chennai,2017,28000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.25,Maruti,Swift Dzire ZXI
Hyundai i20 1.2 Asta with AVN,Coimbatore,2015,20045,Petrol,Manual,First,17.0,1197.0,80.0,5.0,6.22,Hyundai,i20 1.2 Asta with AVN
Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.02,Honda,BR-V i-VTEC S MT
Maruti Celerio ZXI,Mumbai,2014,21000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3.75,Maruti,Celerio ZXI
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2009,68001,Petrol,Automatic,Second,10.93,3498.0,272.0,5.0,11.75,Mercedes-Benz,E-Class 2009-2013 E350 Petrol
Hyundai i10 Magna 1.2 iTech SE,Kolkata,2012,31000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.25,Hyundai,i10 Magna 1.2 iTech SE
Toyota Etios Liva V,Mumbai,2013,8950,Petrol,Manual,First,17.71,1197.0,78.9,5.0,3.55,Toyota,Etios Liva V
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2017,43477,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,38.15,Mercedes-Benz,E-Class 2015-2017 E250 Edition E
Hyundai EON D Lite Plus,Ahmedabad,2015,20000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.66,Hyundai,EON D Lite Plus
Maruti Wagon R CNG LXI,Mumbai,2014,47200,CNG,Manual,First,33.54,998.0,67.04,5.0,2.85,Maruti,Wagon R CNG LXI
Honda City 1.5 S MT,Bangalore,2011,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.95,Honda,City 1.5 S MT
Mercedes-Benz S-Class 280 AT,Chennai,2003,111000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,6.5,Mercedes-Benz,S-Class 280 AT
Tata Indigo CS eVX,Pune,2016,52000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.4,Tata,Indigo CS eVX
Hyundai Creta 1.6 VTVT S,Pune,2016,26000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.5,Hyundai,Creta 1.6 VTVT S
Maruti Wagon R LXI BS IV,Pune,2013,32425,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,Maruti,Wagon R LXI BS IV
Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4,1248.0,73.75,5.0,6.67,Maruti,Dzire VDI
Ford Ikon 1.3 Flair,Coimbatore,2008,59833,Petrol,Manual,Fourth & Above,13.8,1299.0,70.0,5.0,1.97,Ford,Ikon 1.3 Flair
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,30000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8,Volkswagen,Polo Petrol Comfortline 1.2L
Hyundai i10 Magna 1.2,Jaipur,2011,40496,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65,Hyundai,i10 Magna 1.2
Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,2014,45000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,4.75,Chevrolet,Enjoy 1.3 TCDi LTZ 8
Land Rover Range Rover 3.0 D,Mumbai,2003,75000,Diesel,Automatic,Second,,,,,16.11,Land_Rover,Rover Range Rover 3.0 D
Mercedes-Benz E-Class 200 Kompressor Elegance,Bangalore,2011,34000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,19.0,Mercedes-Benz,E-Class 200 Kompressor Elegance
Maruti Swift Vdi BSIII,Bangalore,2012,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,4.5,Maruti,Swift Vdi BSIII
Mahindra XUV500 W8 4WD,Hyderabad,2012,123600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.25,Mahindra,XUV500 W8 4WD
Toyota Etios Liva G,Pune,2014,80102,Petrol,Manual,First,17.71,1197.0,78.9,5.0,3.5,Toyota,Etios Liva G
Mahindra XUV500 W8 4WD,Pune,2013,55000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.5,Mahindra,XUV500 W8 4WD
Hyundai Creta 1.6 VTVT S,Hyderabad,2015,48200,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.0,Hyundai,Creta 1.6 VTVT S
Honda City i DTEC SV,Hyderabad,2014,90000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.75,Honda,City i DTEC SV
Maruti Swift Dzire VDi,Hyderabad,2014,123900,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.4,Maruti,Swift Dzire VDi
Maruti Wagon R LXI BS IV,Delhi,2015,13008,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.5,Maruti,Wagon R LXI BS IV
Hyundai EON Era Plus,Hyderabad,2012,60500,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai,EON Era Plus
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.5,Toyota,Innova Crysta 2.8 ZX AT
Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Petrol,Manual,Second,15.8,1591.0,121.3,5.0,11.31,Hyundai,Creta 1.6 SX Option
Maruti Wagon R VXI Plus,Kolkata,2018,10000,Petrol,Manual,First,20.51,998.0,67.04,5.0,4.5,Maruti,Wagon R VXI Plus
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2015,45000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency
Maruti Celerio VXI,Kochi,2017,3923,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.2,Maruti,Celerio VXI
Mahindra Scorpio SLE BSIV,Delhi,2011,85000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,5.25,Mahindra,Scorpio SLE BSIV
Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.6,Datsun,redi-GO T Option
Fiat Grande Punto EVO 1.3 Active,Pune,2014,74500,Diesel,Manual,First,21.2,1248.0,75.0,5.0,3.3,Fiat,Grande Punto EVO 1.3 Active
Hyundai Elantra CRDi SX,Kolkata,2013,42000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,5.85,Hyundai,Elantra CRDi SX
Maruti Swift Dzire LXI,Delhi,2014,56510,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.9,Maruti,Swift Dzire LXI
Audi A4 2.0 TDI Multitronic,Delhi,2009,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,7.98,Audi,A4 2.0 TDI Multitronic
Honda Brio VX AT,Mumbai,2014,36631,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.3,Honda,Brio VX AT
Maruti Wagon R LXI BS IV,Kolkata,2011,34000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.25,Maruti,Wagon R LXI BS IV
Hyundai i10 Magna 1.1,Ahmedabad,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.2,Hyundai,i10 Magna 1.1
Hyundai Verna 1.6 SX,Hyderabad,2012,65254,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.55,Hyundai,Verna 1.6 SX
Hyundai Verna 1.6 SX,Bangalore,2014,95000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,6.9,Hyundai,Verna 1.6 SX
Maruti Ritz VDi,Chennai,2009,83000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,2.95,Maruti,Ritz VDi
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,First,20.5,1582.0,126.2,5.0,11.45,Hyundai,Creta 1.6 SX Option Diesel
Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.37,Maruti,Baleno Delta
Hyundai Verna 1.6 CRDI,Jaipur,2011,72000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,5.0,Hyundai,Verna 1.6 CRDI
Tata Indica Vista Quadrajet VX,Chennai,2012,120000,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,2.6,Tata,Indica Vista Quadrajet VX
Hyundai i20 1.2 Magna,Kolkata,2010,45000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,1.9,Hyundai,i20 1.2 Magna
Porsche Panamera Diesel,Kochi,2015,54996,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,60.95,Porsche,Panamera Diesel
Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,Petrol,Manual,First,15.1,1196.0,73.0,5.0,4.44,Maruti,Eeco Smiles 5 Seater AC
BMW 3 Series 320d Sport,Chennai,2012,58000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,15.3,BMW,3 Series 320d Sport
Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,8.2,Maruti,Ertiga VDI
Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9,1197.0,81.86,5.0,5.25,Hyundai,Xcent 1.2 Kappa AT S Option
Volkswagen Vento 1.2 TSI Highline AT,Pune,2016,55001,Petrol,Automatic,Second,16.93,1197.0,103.2,5.0,8.5,Volkswagen,Vento 1.2 TSI Highline AT
Audi Q3 35 TDI Quattro Premium,Chennai,2015,28000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.75,Audi,Q3 35 TDI Quattro Premium
Hyundai i10 Magna 1.1,Delhi,2013,53213,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.74,Hyundai,i10 Magna 1.1
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Coimbatore,2016,44340,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.83,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
Maruti Baleno RS 1.0 Petrol,Mumbai,2017,16900,Petrol,Manual,First,21.1,998.0,100.0,5.0,6.99,Maruti,Baleno RS 1.0 Petrol
Hyundai i10 Era,Jaipur,2009,57000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.25,Hyundai,i10 Era
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2013,83165,Diesel,Manual,First,12.8,2494.0,102.0,8.0,11.49,Toyota,Innova 2.5 G4 Diesel 8-seater
Chevrolet Beat LT,Coimbatore,2012,24735,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.87,Chevrolet,Beat LT
Toyota Innova 2.5 G3,Kolkata,2005,65175,Diesel,Manual,First,12.8,2494.0,102.0,8.0,3.25,Toyota,Innova 2.5 G3
Honda Accord 2.4 Inspire M/T,Pune,2009,60000,Petrol,Manual,Second,9.8,2354.0,180.0,5.0,3.5,Honda,Accord 2.4 Inspire M/T
Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,60357,Diesel,Manual,First,25.32,1198.0,77.0,6.0,4.49,Mahindra,KUV 100 mFALCON D75 K4 Plus
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2011,77000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.9,Volkswagen,Polo Diesel Trendline 1.2L
Toyota Innova 2.0 GX 8 STR,Coimbatore,2014,85301,Petrol,Manual,First,12.4,1998.0,132.0,8.0,12.36,Toyota,Innova 2.0 GX 8 STR
Mahindra Scorpio VLX AT AIRBAG BSIV,Mumbai,2011,50000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,6.0,Mahindra,Scorpio VLX AT AIRBAG BSIV
BMW 7 Series 730Ld Sedan,Chennai,2010,58000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,31.0,BMW,7 Series 730Ld Sedan
Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,5.49,Honda,City i-DTEC SV
Volkswagen Polo Diesel Comfortline 1.2L,Coimbatore,2015,46190,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5.86,Volkswagen,Polo Diesel Comfortline 1.2L
Mahindra XUV500 W8 2WD,Mumbai,2015,83000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.0,Mahindra,XUV500 W8 2WD
Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,7.7,Volkswagen,Vento 1.6 Highline
Honda City i VTEC V,Coimbatore,2017,27279,Petrol,Manual,First,17.4,1497.0,117.3,5.0,9.47,Honda,City i VTEC V
Audi Q5 2.0 TDI Premium Plus,Bangalore,2014,53900,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.0,Audi,Q5 2.0 TDI Premium Plus
Honda City 1.5 V AT Exclusive,Kochi,2012,63998,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,5.42,Honda,City 1.5 V AT Exclusive
Maruti Swift VXI BSIV,Coimbatore,2016,57932,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6.39,Maruti,Swift VXI BSIV
Maruti Alto 800 LXI,Jaipur,2015,25000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,Maruti,Alto 800 LXI
Ford Figo Diesel Titanium,Chennai,2011,169000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.5,Ford,Figo Diesel Titanium
Hyundai Santro Xing GL Plus,Delhi,2012,53000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.35,Hyundai,Santro Xing GL Plus
Maruti Wagon R VXI,Coimbatore,2015,43053,Petrol,Manual,First,18.9,998.0,67.1,5.0,4.65,Maruti,Wagon R VXI
Honda City i DTEC SV,Ahmedabad,2014,75000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.0,Honda,City i DTEC SV
Honda City V MT AVN,Pune,2012,89000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.5,Honda,City V MT AVN
Honda City i DTEC VX,Hyderabad,2014,75578,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.0,Honda,City i DTEC VX
Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0,1591.0,121.3,5.0,7.75,Hyundai,Verna VTVT 1.6 SX
Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.93,Maruti,Alto K10 LXI
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Kolkata,2014,34233,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,22.5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde
BMW X6 xDrive30d,Coimbatore,2014,39626,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,40.66,BMW,X6 xDrive30d
Maruti Wagon R LXI BSIII,Pune,2008,82500,Petrol,Manual,First,14.0,1061.0,64.0,5.0,1.75,Maruti,Wagon R LXI BSIII
Renault Duster RXZ AWD,Hyderabad,2015,63000,Diesel,Manual,Second,19.72,1461.0,108.45,5.0,8.2,Renault,Duster RXZ AWD
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Delhi,2011,77001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.49,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV
Ford Endeavour 3.2 Trend AT 4X4,Chennai,2016,43000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,26.5,Ford,Endeavour 3.2 Trend AT 4X4
Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,Petrol,Manual,First,19.0,998.0,67.1,5.0,2.6,Maruti,Zen Estilo LXI BS IV
Hyundai Santro Xing XG,Bangalore,2005,79000,Petrol,Manual,Second,17.0,,,,1.65,Hyundai,Santro Xing XG
Hyundai i10 Asta,Kolkata,2011,43000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.49,Hyundai,i10 Asta
Honda Brio VX AT,Hyderabad,2013,47000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5.4,Honda,Brio VX AT
Maruti Wagon R AMT VXI,Jaipur,2017,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4.35,Maruti,Wagon R AMT VXI
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,32.73,Audi,Q3 30 TDI Premium FWD
Mercedes-Benz M-Class ML 350 4Matic,Chennai,2012,63000,Diesel,Automatic,First,,2987.0,165.0,5.0,26.0,Mercedes-Benz,M-Class ML 350 4Matic
Maruti Wagon R LXI,Jaipur,2011,80000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.5,Maruti,Wagon R LXI
Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,21.66,Audi,A4 35 TDI Premium Plus
Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.99,Renault,KWID RXT Optional
Maruti Alto 800 2016-2019 VXI,Kolkata,2016,31006,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.61,Maruti,Alto 800 2016-2019 VXI
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.99,2494.0,100.0,8.0,8.25,Toyota,Innova 2.5 GX (Diesel) 8 Seater
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,12.5,Toyota,Corolla Altis 2008-2013 1.8 VL AT
Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.5,Ford,Figo 2015-2019 1.5D Titanium Plus MT
Honda Brio S MT,Coimbatore,2014,28637,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.53,Honda,Brio S MT
Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,1.1,Ford,Ikon 1.6 ZXI NXt
Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,6.85,Mahindra,Scorpio 2009-2014 LX 2WD 7S
Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0,2987.0,210.0,5.0,17.09,Mercedes-Benz,S-Class 320 L
Mahindra Scorpio SLE BSIV,Delhi,2012,77000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.93,Mahindra,Scorpio SLE BSIV
Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,17.5,Land_Rover,Rover Freelander 2 SE
Chevrolet Beat LS,Delhi,2011,76155,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.95,Chevrolet,Beat LS
Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.1,Maruti,Swift ZDi
Toyota Corolla H2,Mumbai,2008,48233,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,1.8,Toyota,Corolla H2
Audi Q5 3.0 TDI Quattro,Bangalore,2015,63000,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,34.5,Audi,Q5 3.0 TDI Quattro
Hyundai EON Era Plus,Coimbatore,2015,34063,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.01,Hyundai,EON Era Plus
Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5,1199.0,88.76,5.0,3.15,Honda,Amaze S Petrol
Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,Petrol,Automatic,First,17.01,1499.0,110.5,5.0,5.49,Ford,Figo Aspire 1.5 Ti-VCT Titanium
Renault Duster 110PS Diesel RxL AMT,Bangalore,2016,26000,Diesel,Automatic,Second,19.6,1461.0,108.45,5.0,10.0,Renault,Duster 110PS Diesel RxL AMT
Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,4.55,Honda,City V AT
Maruti Alto LXi,Mumbai,2010,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti,Alto LXi
Hyundai i10 Magna 1.2,Kolkata,2011,38002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.15,Hyundai,i10 Magna 1.2
Chevrolet Spark 1.0 LS,Chennai,2010,49000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1.4,Chevrolet,Spark 1.0 LS
Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,Diesel,Manual,First,21.14,1498.0,103.6,5.0,6.2,Skoda,Rapid 1.5 TDI Ambition Plus
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2013,56500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,19.8,Audi,A6 2011-2015 2.0 TDI Premium Plus
Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.6,Honda,Jazz 1.2 V i VTEC
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.5,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Chevrolet Beat LS,Delhi,2012,56000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.21,Chevrolet,Beat LS
Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.31,Datsun,redi-GO T Option
Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.1,1197.0,81.86,5.0,5.44,Hyundai,Xcent 1.2 Kappa S Option
Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,7.56,Mercedes-Benz,E-Class 230 E AT
Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.2,Maruti,Swift ZDi
Maruti Celerio ZXI,Kochi,2018,31396,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.53,Maruti,Celerio ZXI
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,79000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,17.0,Skoda,Octavia Elegance 2.0 TDI AT
Honda City 1.5 V AT,Delhi,2010,62000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.55,Honda,City 1.5 V AT
Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0,2997.0,218.0,5.0,2.65,Honda,Accord V6 AT
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,17.85,Skoda,Superb Style 1.8 TSI AT
Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,Diesel,Manual,First,12.99,2494.0,100.6,8.0,7.96,Toyota,Innova 2.5 G (Diesel) 8 Seater
Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti,Celerio VXI AT
Maruti Ertiga VDI,Kolkata,2014,45617,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.85,Maruti,Ertiga VDI
Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,13.0,Mercedes-Benz,A Class A180 CDI
Mahindra Xylo E2,Kochi,2010,109147,Diesel,Manual,First,14.0,2498.0,112.0,8.0,2.65,Mahindra,Xylo E2
Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.75,Honda,Amaze E i-Dtech
Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.65,Renault,KWID RXT
Renault KWID RXT,Pune,2017,4700,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0,Renault,KWID RXT
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,32.52,Audi,Q7 3.0 TDI Quattro Premium Plus
Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,7.75,Hyundai,Verna 1.6 SX CRDI (O) AT
Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.6,Toyota,Innova Crysta 2.8 ZX AT
Hyundai i20 Sportz Option,Delhi,2010,62489,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.6,Hyundai,i20 Sportz Option
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.76,Volkswagen,Polo Petrol Comfortline 1.2L
Volkswagen Vento Diesel Trendline,Chennai,2012,130000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.75,Volkswagen,Vento Diesel Trendline
Honda City ZX GXi,Mumbai,2007,63000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1.75,Honda,City ZX GXi
Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,3.95,Hyundai,Verna Transform Xxi ABS
Hyundai Accent GLE,Pune,2005,123200,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.0,Hyundai,Accent GLE
Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,4.5,Skoda,Laura Ambiente 2.0 TDI CR AT
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,17.23,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance
Hyundai i20 Sportz 1.2,Kochi,2015,40901,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.76,Hyundai,i20 Sportz 1.2
Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.32,Hyundai,i10 Magna 1.2
Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.9,Hyundai,i10 Magna 1.1L
Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5,Volkswagen,Ameo 1.2 MPI Anniversary Edition
Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.98,2494.0,178.4,5.0,13.5,Toyota,Camry 2.5 G
Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,9.75,Mahindra,XUV500 W8 2WD
Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,9.44,Skoda,Superb Elegance 2.0 TDI CR AT
Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.45,Maruti,Wagon R VXI AMT
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.85,Maruti,Vitara Brezza ZDi Plus Dual Tone
